cik,ticker,company_name,sic_code,industry,form,fiscal_year,fiscal_period,period_end_date,filed,revenue,net_income,total_assets
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2015,Q1,20150331,20160728,21729000000,4985000000,176683000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2015,Q2,20150630,20160728,22180000000,-3195000000,174472000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2015,Q3,20150930,20170802,20379000000,4902000000,172896000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2015,Q4,20151231,20170802,23796000000,5018000000,180098000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2016,Q1,20160331,20170802,20531000000,3756000000,181869000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2016,Q2,20160630,20170802,20614000000,3122000000,193468000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2016,Q3,20160930,20180803,21928000000,5667000000,212524000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2016,Q4,20161231,20180803,25826000000,6267000000,224610000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2017,Q1,20170331,20180803,23212000000,5486000000,225017000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2017,Q2,20170630,20180803,25605000000,8069000000,250312000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2017,Q3,20170930,20190801,24538000000,6576000000,249097000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2017,Q4,20171231,20190801,28918000000,-6302000000,256003000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2018,Q1,20180331,20190801,26819000000,7424000000,245497000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2018,Q2,20180630,20190801,30085000000,8873000000,258848000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2018,Q3,20180930,20200730,29084000000,8824000000,257619000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2018,Q4,20181231,20200730,32471000000,8420000000,258859000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2019,Q1,20190331,20200730,30571000000,8809000000,263281000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2019,Q2,20190630,20200730,33717000000,13187000000,286556000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2019,Q3,20190930,20201027,33055000000,10678000000,278955000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2019,Q4,20191231,20210126,36906000000,11649000000,282794000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2020,Q1,20200331,20210427,35021000000,10752000000,285449000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2020,Q2,20200630,20200730,38033000000,11202000000,301311000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2020,Q3,20200930,20211026,37154000000,13893000000,301001000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2020,Q4,20201231,20220125,43076000000,15463000000,304137000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2021,Q1,20210331,20220426,41706000000,15457000000,308879000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2021,Q3,20210930,20221025,45317000000,20505000000,335418000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2021,Q4,20211231,20230124,51728000000,18765000000,340389000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2022,Q1,20220331,20230425,49360000000,16728000000,344607000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2022,Q3,20220930,20231024,50122000000,17556000000,359784000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2022,Q4,20221231,20240130,52747000000,16425000000,364552000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2023,Q1,20230331,20240425,52857000000,18299000000,380088000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2023,Q3,20230930,20241030,56517000000,22291000000,445785000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2023,Q4,20231231,20250129,62020000000,21870000000,470558000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2024,Q1,20240331,20250430,61858000000,21939000000,484275000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2024,Q3,20240930,20251029,65585000000,24667000000,523013000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2024,Q4,20241231,20260128,69632000000,24108000000,533898000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2025,Q1,20250331,20260429,70066000000,25824000000,562624000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2025,Q3,20250930,20251029,77673000000,27747000000,636351000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2025,Q4,20251231,20260128,81273000000,38458000000,665302000000
789019,MSFT,MICROSOFT CORP,7372,Software & Services,10-Q,2026,Q1,20260331,20260429,82886000000,31778000000,694228000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2007,FY,20080531,20100701,22430000000,5581000000,
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2008,FY,20090531,20110628,23252000000,5677000000,47416000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2009,FY,20100531,20120626,26820000000,6135000000,61578000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2010,FY,20110531,20130626,35622000000,8547000000,73535000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2011,FY,20120531,20140626,37121000000,9981000000,78327000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2012,FY,20130531,20150625,37180000000,10925000000,81812000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2013,FY,20140531,20160622,38275000000,10955000000,90266000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2014,FY,20150531,20170627,38226000000,9938000000,110903000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2015,FY,20160531,20180622,37047000000,8901000000,112180000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2016,FY,20170531,20190621,37792000000,9452000000,134991000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2017,FY,20180531,20200622,39383000000,3587000000,137851000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2018,FY,20190531,20210621,39506000000,11083000000,108709000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2019,FY,20200531,20220621,39068000000,10135000000,115438000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2020,FY,20210531,20230620,40479000000,13746000000,131107000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2021,FY,20220531,20240620,42440000000,6717000000,109297000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2022,FY,20230531,20250618,49954000000,8503000000,134384000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2023,FY,20240531,20260622,52961000000,10467000000,140976000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2024,FY,20250531,20260622,57399000000,12443000000,168361000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-K,2025,FY,20260531,20260622,67357000000,17087000000,261759000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2008,Q3,20080831,20090921,5331000000,,
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2008,Q4,20081130,20091222,5607000000,,
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2009,Q1,20090228,20100329,5453000000,,
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2009,Q3,20090831,20100929,5054000000,,52998000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2009,Q4,20091130,20101221,5858000000,,53833000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2010,Q1,20100228,20110329,6404000000,,59386000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2010,Q3,20100831,20110923,7502000000,,65255000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2010,Q4,20101130,20111223,8582000000,,67243000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2011,Q1,20110228,20120323,8764000000,,67666000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2011,Q3,20110831,20120924,8374000000,1840000000,73859000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2011,Q4,20111130,20121221,8792000000,2192000000,72910000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2012,Q1,20120229,20130322,9039000000,2498000000,74361000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2012,Q3,20120831,20130920,8181000000,2034000000,76558000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2012,Q4,20121130,20131220,9094000000,2581000000,79657000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2013,Q1,20130228,20140320,8958000000,2504000000,79450000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2013,Q3,20130831,20140923,8372000000,2191000000,86406000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2013,Q4,20131130,20141219,9275000000,2553000000,85238000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2014,Q1,20140228,20150319,9307000000,2565000000,86562000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2014,Q3,20140831,20150918,8596000000,2184000000,99726000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2014,Q4,20141130,20151218,9598000000,2502000000,98305000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2015,Q1,20150228,20160318,9327000000,2495000000,98816000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2015,Q3,20150831,20160919,8448000000,1747000000,109706000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2015,Q4,20151130,20161219,8993000000,2197000000,106483000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2016,Q1,20160229,20170317,9012000000,2142000000,104894000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2016,Q3,20160831,20170918,8595000000,1832000000,123223000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2016,Q4,20161130,20171218,9035000000,2032000000,123600000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2017,Q1,20170228,20180321,9205000000,2239000000,125382000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2017,Q3,20170831,20180919,9104000000,2144000000,133597000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2017,Q4,20171130,20181219,9589000000,2214000000,138762000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2018,Q1,20180228,20190318,9676000000,-4047000000,138201000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2018,Q2,20180531,20200622,39383000000,,137851000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2018,Q3,20180831,20190913,9193000000,2265000000,128358000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2018,Q4,20181130,20191213,9562000000,2333000000,118318000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2019,Q1,20190228,20200313,9614000000,2745000000,109438000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2019,Q2,20190531,20210621,39506000000,,108709000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2019,Q3,20190831,20200915,9218000000,2137000000,106229000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2019,Q4,20191130,20201211,9614000000,2311000000,98443000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2020,Q1,20200229,20210311,9796000000,2571000000,96704000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2020,Q2,20200531,20220621,39068000000,,115438000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2020,Q3,20200831,20210913,9367000000,2251000000,113546000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2020,Q4,20201130,20211210,9800000000,2442000000,110014000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2021,Q1,20210228,20220311,10085000000,5021000000,118109000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2021,Q2,20210531,20220621,40479000000,,131107000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2021,Q3,20210831,20220913,9728000000,2457000000,122924000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2021,Q4,20211130,20221213,10360000000,-1247000000,106897000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2022,Q1,20220228,20230310,10513000000,2319000000,108644000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2022,Q2,20220531,20220621,42440000000,,109297000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2022,Q3,20220831,20230912,11445000000,1548000000,130309000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2022,Q4,20221130,20231212,12275000000,1741000000,128469000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2023,Q1,20230228,20240312,12398000000,1896000000,131620000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2023,Q3,20230831,20240910,12453000000,2420000000,136662000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2023,Q4,20231130,20241210,12941000000,2503000000,134324000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2024,Q1,20240229,20250311,13280000000,2401000000,137082000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2024,Q3,20240831,20250910,13307000000,2929000000,144214000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2024,Q4,20241130,20251211,14059000000,3151000000,148483000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2025,Q1,20250228,20260311,14130000000,2936000000,161378000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2025,Q3,20250831,20250910,14926000000,2927000000,180449000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2025,Q4,20251130,20251211,16058000000,6135000000,204984000000
1341439,ORCL,ORACLE CORP,7372,Software & Services,10-Q,2026,Q1,20260228,20260311,17190000000,3721000000,245240000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2007,FY,20080131,20100311,748700000,18356000,
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2008,FY,20090131,20110323,1076769000,43428000,1479822000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2009,FY,20100131,20120309,1305583000,80719000,2460201000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2010,FY,20110131,20130308,1657139000,64474000,3091165000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2011,FY,20120131,20140305,2266539000,-11572000,4164154000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2012,FY,20130131,20140305,3050195000,-270445000,5528956000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2013,FY,20140131,20150306,4071003000,-232175000,9152930000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2014,FY,20150131,20160901,5373586000,-262688000,10654053000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2015,FY,20160131,20170306,6667216000,-47426000,12762920000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2016,FY,20170131,20190308,8437000000,323000000,17584923000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2017,FY,20180131,20200305,10540000000,360000000,21984000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2018,FY,20190131,20210317,13282000000,1110000000,30737000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2019,FY,20200131,20220311,17098000000,126000000,55126000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2020,FY,20210131,20230308,21252000000,4072000000,66301000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2021,FY,20220131,20240306,26492000000,1444000000,95209000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2022,FY,20230131,20250305,31352000000,208000000,98849000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2023,FY,20240131,20260302,34857000000,4136000000,99823000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2024,FY,20250131,20260302,37895000000,6197000000,102928000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-K,2025,FY,20260131,20260302,41525000000,7457000000,112305000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2008,Q2,20080731,20090825,263077000,9996000,
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2008,Q3,20081031,20091125,276487000,10124000,
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2009,Q1,20090430,20110323,304924000,18436000,
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2009,Q2,20090731,20110323,316061000,21198000,1556527000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2009,Q3,20091031,20110323,330549000,20691000,1643201000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2009,Q4,20100131,20110323,354049000,20394000,2460201000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2010,Q1,20100430,20120309,376813000,17745000,2488097000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2010,Q2,20100731,20120309,394372000,14744000,2698476000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2010,Q3,20101031,20120309,429087000,21072000,2740694000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2010,Q4,20110131,20120309,456867000,10913000,3091165000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2011,Q1,20110430,20130308,504364000,530000,3128068000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2011,Q2,20110731,20130308,546002000,-4268000,3421328000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2011,Q3,20111031,20130308,584260000,-3756000,3511278000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2011,Q4,20120131,20130308,631913000,-4078000,4164154000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2012,Q1,20120430,20140305,695467000,-19475000,4156092000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2012,Q2,20120731,20140305,731649000,-9829000,4453570000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2012,Q3,20121031,20140305,788398000,-220297000,4642290000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2012,Q4,20130131,20140305,834681000,-20844000,5528956000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2013,Q1,20130430,20150306,892633000,-67721000,6513709000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2013,Q2,20130731,20150306,957094000,76603000,7969896000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2013,Q3,20131031,20150306,1076034000,-124434000,8097634000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2013,Q4,20140131,20150306,1145242000,-116623000,9152930000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2014,Q1,20140430,20160901,1226772000,-96911000,8641344000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2014,Q2,20140731,20160901,1318551000,-61088000,9009828000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2014,Q3,20141031,20160901,1383655000,-38924000,9412663000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2014,Q4,20150131,20160901,1444608000,-65765000,10654053000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2015,Q1,20150430,20170306,1511167000,4092000,10365682000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2015,Q2,20150731,20170306,1634684000,-852000,10793977000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2015,Q3,20151031,20170306,1711967000,-25157000,10911966000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2015,Q4,20160131,20170306,1809398000,-25509000,12762920000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2016,Q1,20160430,20170306,1916603000,38759000,12817270000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2016,Q2,20160731,20170306,2036618000,229622000,14381314000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2016,Q3,20161031,20170306,2144775000,-37309000,14387669000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2016,Q4,20170131,20170306,2293988000,-51440000,17584923000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2017,Q1,20170430,20190308,2397000000,1000000,17058930000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2017,Q2,20170731,20190308,2577000000,46000000,17418803000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2017,Q3,20171031,20190308,2701000000,107000000,17490036000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2017,Q4,20180131,20190308,2865000000,206000000,21984000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2018,Q1,20180430,20200305,3006000000,344000000,22963000000
1108524,CRM,"Salesforce, Inc.",7372,Software & Services,10-Q,2018,Q2,20180731,20200305,3281000000,299000000,25823000000
